person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,36629,RENT,0.8,VENTURE,E,3025,25.0,1,0.08,N,17
25,78755,RENT,0.4,MEDICAL,B,28557,22.32,1,0.36,N,27
40,19649,MORTGAGE,5.1,PERSONAL,B,36646,5.0,1,1.5,N,1
64,30256,RENT,8.4,EDUCATION,D,28361,25.0,1,0.94,N,19
43,50945,RENT,7.0,EDUCATION,B,9743,11.59,1,0.19,N,5
63,47655,OWN,8.5,DEBTCONSOLIDATION,C,29780,22.72,1,0.62,N,12
60,49567,RENT,5.5,HOMEIMPROVEMENT,D,25162,15.82,1,0.51,N,25
29,22746,RENT,6.6,VENTURE,D,29884,15.44,1,1.31,N,25
43,57401,RENT,1.6,DEBTCONSOLIDATION,D,27515,7.22,1,0.48,N,12
30,36704,RENT,24.8,VENTURE,A,8024,5.0,1,0.22,N,11
57,11235,OWN,1.0,DEBTCONSOLIDATION,A,15188,15.43,1,1.35,N,30
35,34314,RENT,1.2,PERSONAL,B,14850,22.75,1,0.43,N,16
42,26758,OWN,1.7,MEDICAL,A,39716,6.49,1,1.48,N,27
50,5000,MORTGAGE,18.5,VENTURE,C,34545,6.88,1,1.5,N,17
64,123028,RENT,22.2,MEDICAL,B,7266,8.28,0,0.06,N,30
57,34241,RENT,7.9,PERSONAL,C,7853,9.25,1,0.23,N,3
60,116043,RENT,5.0,EDUCATION,B,9078,9.86,0,0.08,N,11
29,44976,RENT,3.7,EDUCATION,B,8167,5.89,1,0.18,N,17
61,14155,MORTGAGE,17.6,EDUCATION,B,513,8.71,1,0.04,N,1
53,12446,OWN,5.9,EDUCATION,A,21070,20.43,1,1.5,N,15
65,43449,RENT,14.5,MEDICAL,C,12268,22.8,1,0.28,N,9
21,38579,RENT,1.9,DEBTCONSOLIDATION,C,28145,11.33,1,0.73,N,18
22,19189,RENT,2.0,VENTURE,D,32907,25.0,1,1.5,N,1
54,36766,OWN,9.6,HOMEIMPROVEMENT,E,3790,14.97,1,0.1,N,6
25,116163,OWN,0.8,DEBTCONSOLIDATION,D,14545,21.44,1,0.13,N,2
59,117884,OWN,14.6,EDUCATION,C,5326,17.88,1,0.05,N,5
66,50823,RENT,3.5,EDUCATION,A,39428,5.0,1,0.78,N,3
45,24658,OWN,13.0,PERSONAL,A,4473,8.85,1,0.18,N,26
48,40234,RENT,2.1,DEBTCONSOLIDATION,D,27618,25.0,0,0.69,N,5
26,16456,RENT,6.3,PERSONAL,A,26718,5.0,1,1.5,N,8
68,53482,RENT,3.3,VENTURE,B,26565,7.5,0,0.5,N,6
46,10180,RENT,4.9,EDUCATION,A,23471,21.42,1,1.5,N,11
31,40541,OWN,3.5,DEBTCONSOLIDATION,A,31998,5.0,1,0.79,N,11
57,67346,MORTGAGE,17.1,EDUCATION,D,31576,15.93,0,0.47,N,11
58,47876,RENT,5.9,HOMEIMPROVEMENT,B,20117,22.37,1,0.42,N,8
39,15993,MORTGAGE,1.4,EDUCATION,B,31394,22.87,1,1.5,Y,6
28,82254,RENT,12.0,EDUCATION,A,18270,21.59,0,0.22,N,16
40,34023,OWN,1.7,MEDICAL,C,8043,14.63,1,0.24,N,20
18,34650,MORTGAGE,2.3,DEBTCONSOLIDATION,D,18081,8.73,1,0.52,N,20
63,52582,RENT,0.5,MEDICAL,B,19169,19.45,1,0.36,N,26
54,16360,MORTGAGE,11.5,DEBTCONSOLIDATION,D,16022,21.18,1,0.98,N,26
38,25321,RENT,1.7,HOMEIMPROVEMENT,A,26063,13.59,0,1.03,N,3
43,73446,RENT,1.5,HOMEIMPROVEMENT,C,19843,22.76,1,0.27,N,8
63,7615,OWN,12.6,EDUCATION,D,18424,25.0,1,1.5,N,13
53,45353,MORTGAGE,8.2,EDUCATION,F,28992,24.66,1,0.64,N,10
40,17758,MORTGAGE,0.8,PERSONAL,A,32566,5.0,1,1.5,N,25
18,25963,OWN,7.3,DEBTCONSOLIDATION,A,22547,5.0,1,0.87,Y,30
68,15314,RENT,12.2,DEBTCONSOLIDATION,B,6820,12.17,1,0.45,N,8
57,21617,RENT,0.4,VENTURE,A,15200,7.85,0,0.7,N,25
32,32011,MORTGAGE,8.7,EDUCATION,A,29657,5.0,0,0.93,Y,10
38,29935,RENT,4.0,EDUCATION,B,14784,16.22,1,0.49,N,13
64,17461,OWN,5.5,DEBTCONSOLIDATION,B,29493,17.67,1,1.5,N,25
26,5000,RENT,3.4,PERSONAL,E,8003,22.96,1,1.5,N,3
70,15686,OWN,6.0,HOMEIMPROVEMENT,A,11989,5.51,1,0.76,Y,27
26,16472,RENT,0.2,EDUCATION,F,18173,17.12,1,1.1,N,28
27,53523,MORTGAGE,7.2,EDUCATION,D,33491,10.98,0,0.63,N,4
69,14620,OWN,0.2,HOMEIMPROVEMENT,E,13359,21.03,1,0.91,N,28
70,18759,MORTGAGE,3.0,PERSONAL,E,11515,20.34,1,0.61,N,30
43,72945,RENT,0.8,EDUCATION,D,38947,17.07,1,0.53,Y,16
58,24979,OWN,8.7,DEBTCONSOLIDATION,D,19524,12.92,0,0.78,N,29
52,45232,OWN,1.9,VENTURE,B,13596,8.74,0,0.3,N,3
69,14481,OWN,3.0,HOMEIMPROVEMENT,C,26062,22.81,1,1.5,N,21
42,73044,MORTGAGE,2.8,HOMEIMPROVEMENT,E,14702,9.98,1,0.2,N,9
43,32595,RENT,7.4,PERSONAL,B,1523,17.13,0,0.05,N,19
28,9452,RENT,3.3,EDUCATION,A,26348,5.0,1,1.5,N,12
55,54161,RENT,7.8,MEDICAL,D,2279,10.88,1,0.04,N,6
19,28458,RENT,0.4,EDUCATION,C,10926,10.79,1,0.38,N,4
24,66663,MORTGAGE,1.1,EDUCATION,D,13036,24.73,1,0.2,N,14
35,78606,RENT,4.0,HOMEIMPROVEMENT,A,11851,5.0,0,0.15,N,1
44,24487,RENT,14.7,PERSONAL,C,4483,23.76,1,0.18,N,8
51,37227,RENT,0.4,VENTURE,A,15081,18.31,1,0.41,N,19
44,34655,RENT,0.2,PERSONAL,E,16270,22.58,0,0.47,N,16
34,88493,RENT,0.9,PERSONAL,A,7885,10.23,1,0.09,N,29
60,16092,RENT,5.1,EDUCATION,D,23042,25.0,0,1.43,N,8
61,8170,RENT,2.5,HOMEIMPROVEMENT,A,20723,12.56,1,1.5,N,5
68,28466,RENT,8.7,PERSONAL,A,36004,9.42,1,1.26,N,8
41,15354,MORTGAGE,0.4,MEDICAL,A,19658,13.71,1,1.28,N,17
42,29456,RENT,1.1,VENTURE,B,25567,8.65,1,0.87,N,6
24,84291,RENT,1.8,EDUCATION,C,10551,10.46,1,0.13,N,3
69,41574,MORTGAGE,4.9,MEDICAL,A,25667,20.39,1,0.62,N,21
23,44543,OWN,5.8,DEBTCONSOLIDATION,B,36002,19.88,1,0.81,Y,20
70,27604,MORTGAGE,0.7,MEDICAL,A,33070,12.27,0,1.2,N,28
41,19451,MORTGAGE,14.4,PERSONAL,E,1992,17.33,0,0.1,N,29
50,34824,RENT,2.1,VENTURE,A,26651,18.15,0,0.77,Y,30
66,18727,OWN,6.2,MEDICAL,B,1182,15.41,0,0.06,N,11
46,45255,RENT,3.7,PERSONAL,C,25704,13.3,0,0.57,Y,13
60,12955,RENT,1.3,PERSONAL,E,21366,19.31,1,1.5,N,25
39,16184,MORTGAGE,9.4,PERSONAL,E,21631,13.65,0,1.34,N,19
43,26016,RENT,8.5,PERSONAL,E,33368,13.04,1,1.28,N,29
45,21354,OWN,2.5,EDUCATION,A,1593,21.78,0,0.07,N,23
67,37383,OWN,4.4,MEDICAL,D,13985,25.0,1,0.37,Y,20
38,155206,RENT,1.5,EDUCATION,D,11183,15.42,1,0.07,N,3
66,72175,MORTGAGE,5.9,DEBTCONSOLIDATION,E,20656,19.31,0,0.29,N,26
24,61168,RENT,1.8,VENTURE,B,5834,20.54,0,0.1,N,19
34,6023,RENT,9.3,DEBTCONSOLIDATION,E,33804,23.52,0,1.5,Y,20
37,50804,MORTGAGE,1.2,MEDICAL,B,36023,5.99,1,0.71,N,7
58,51828,RENT,0.1,PERSONAL,C,9010,12.49,1,0.17,N,11
66,46197,OWN,1.6,MEDICAL,B,16145,9.0,1,0.35,N,9
37,16667,RENT,1.1,HOMEIMPROVEMENT,B,24400,23.85,0,1.46,N,15
39,37960,RENT,3.5,PERSONAL,C,31607,19.97,1,0.83,N,12
45,44480,MORTGAGE,1.1,PERSONAL,B,34795,5.0,1,0.78,N,12
57,23525,OWN,7.2,EDUCATION,D,25146,25.0,1,1.07,N,6
66,47980,RENT,1.4,EDUCATION,C,943,23.56,0,0.02,Y,17
24,56674,RENT,6.1,EDUCATION,C,6174,11.67,0,0.11,N,24
18,29040,MORTGAGE,4.3,PERSONAL,A,38463,14.84,1,1.32,N,18
49,13422,RENT,21.4,EDUCATION,F,2369,24.64,1,0.18,N,27
30,5991,MORTGAGE,46.1,VENTURE,C,27997,19.59,0,1.5,N,9
47,27192,RENT,10.2,EDUCATION,A,30560,15.87,1,1.12,N,11
40,14084,OWN,7.1,VENTURE,D,17163,18.19,0,1.22,N,19
68,23377,MORTGAGE,2.4,MEDICAL,A,1270,21.08,0,0.05,Y,10
36,44073,RENT,7.0,MEDICAL,A,22446,12.25,1,0.51,N,11
49,44168,OWN,15.7,EDUCATION,C,29500,7.22,0,0.67,N,23
47,23114,OWN,0.1,MEDICAL,C,2059,6.61,0,0.09,Y,6
46,16457,OWN,3.9,PERSONAL,A,27573,5.0,1,1.5,N,9
66,26735,RENT,1.2,EDUCATION,B,28623,12.56,1,1.07,N,16
62,80913,OWN,4.1,MEDICAL,E,7482,14.46,0,0.09,N,27
46,5000,OWN,3.1,PERSONAL,B,19324,21.9,1,1.5,N,3
47,23592,MORTGAGE,4.3,EDUCATION,A,33376,19.34,1,1.41,N,16
33,11828,OWN,4.0,EDUCATION,F,9647,25.0,1,0.82,N,18
57,62018,RENT,16.1,PERSONAL,B,7578,21.35,1,0.12,N,19
36,43701,MORTGAGE,4.0,EDUCATION,C,20244,10.95,1,0.46,N,16
35,35925,RENT,9.4,DEBTCONSOLIDATION,A,20373,10.52,0,0.57,Y,4
18,15092,RENT,1.9,EDUCATION,C,817,11.23,1,0.05,N,5
31,11737,RENT,2.9,MEDICAL,B,33608,5.72,0,1.5,N,22
68,43657,RENT,3.2,VENTURE,F,37712,25.0,1,0.86,N,28
64,31434,RENT,1.6,VENTURE,B,18958,16.32,0,0.6,N,23
67,15731,RENT,2.4,DEBTCONSOLIDATION,C,16541,7.65,1,1.05,N,10
19,32032,RENT,4.6,DEBTCONSOLIDATION,E,22562,13.12,1,0.7,N,30
45,27356,OWN,4.3,HOMEIMPROVEMENT,F,12680,20.02,1,0.46,N,19
66,65156,RENT,5.1,DEBTCONSOLIDATION,A,13884,5.0,1,0.21,N,25
67,47044,RENT,2.2,EDUCATION,D,12628,12.44,1,0.27,N,19
47,28807,RENT,1.9,VENTURE,B,12973,18.07,1,0.45,N,30
55,38433,RENT,4.7,DEBTCONSOLIDATION,C,2866,23.41,1,0.07,N,3
68,44425,RENT,0.7,VENTURE,B,28078,22.57,1,0.63,N,8
21,33351,OWN,1.5,DEBTCONSOLIDATION,B,15827,14.4,1,0.47,N,26
18,8755,MORTGAGE,0.2,PERSONAL,A,2065,8.24,0,0.24,N,19
25,78663,MORTGAGE,0.4,EDUCATION,C,36972,23.41,0,0.47,N,23
46,128864,MORTGAGE,1.4,DEBTCONSOLIDATION,C,27476,20.73,1,0.21,N,17
56,74879,RENT,0.1,EDUCATION,A,37469,13.74,1,0.5,N,1
20,67370,RENT,1.4,VENTURE,C,12709,21.69,1,0.19,N,21
49,23964,RENT,5.3,PERSONAL,F,13429,20.18,1,0.56,N,13
27,90444,OWN,0.3,VENTURE,D,10944,9.24,1,0.12,N,27
27,43685,RENT,2.9,DEBTCONSOLIDATION,B,9256,22.76,1,0.21,N,25
36,68825,OWN,12.2,EDUCATION,E,3953,19.68,0,0.06,Y,11
63,38715,RENT,7.8,PERSONAL,C,26826,18.91,1,0.69,N,12
51,11786,RENT,1.8,PERSONAL,A,24501,9.85,1,1.5,N,24
50,29567,MORTGAGE,12.9,DEBTCONSOLIDATION,C,33525,7.71,1,1.13,Y,2
40,58578,OWN,2.0,VENTURE,A,15288,7.44,0,0.26,N,24
45,24198,MORTGAGE,0.4,PERSONAL,D,1546,7.87,1,0.06,N,10
49,39395,OWN,25.6,PERSONAL,F,7146,12.75,1,0.18,N,9
67,23792,MORTGAGE,10.2,HOMEIMPROVEMENT,B,28660,8.1,1,1.2,N,16
24,17866,OWN,3.1,HOMEIMPROVEMENT,B,26787,15.22,1,1.5,N,4
46,5000,MORTGAGE,5.5,PERSONAL,B,16932,23.86,0,1.5,N,16
25,5000,RENT,5.6,EDUCATION,B,25243,20.87,0,1.5,N,25
18,14300,OWN,1.1,HOMEIMPROVEMENT,D,35121,8.72,1,1.5,N,4
20,21809,OWN,1.1,MEDICAL,C,20625,21.85,0,0.95,N,24
41,72319,RENT,3.2,DEBTCONSOLIDATION,A,35336,12.73,0,0.49,N,23
40,14678,MORTGAGE,12.1,MEDICAL,D,6323,20.21,1,0.43,N,7
25,14180,MORTGAGE,0.1,VENTURE,A,26525,5.0,1,1.5,N,30
64,107997,RENT,7.6,MEDICAL,F,33496,18.91,1,0.31,N,15
54,65207,RENT,0.3,DEBTCONSOLIDATION,B,36520,21.68,1,0.56,N,25
20,187483,RENT,3.3,EDUCATION,C,33619,13.51,1,0.18,N,29
68,52270,MORTGAGE,5.1,EDUCATION,A,35540,5.0,0,0.68,N,24
50,15422,OWN,5.8,EDUCATION,B,20921,10.22,1,1.36,N,11
45,5000,RENT,0.3,DEBTCONSOLIDATION,D,25309,11.43,1,1.5,N,10
64,42075,RENT,2.7,MEDICAL,B,17741,17.74,1,0.42,N,10
25,103786,RENT,4.4,EDUCATION,E,9568,25.0,0,0.09,N,6
51,18209,OWN,0.3,MEDICAL,C,27334,19.67,1,1.5,Y,20
52,48692,RENT,0.7,PERSONAL,E,4694,25.0,1,0.1,N,5
49,13876,RENT,5.4,PERSONAL,F,26720,25.0,1,1.5,N,28
41,16162,OWN,3.7,EDUCATION,B,14199,5.0,1,0.88,N,29
31,25923,RENT,0.9,VENTURE,C,3824,7.49,1,0.15,N,20
49,76147,RENT,3.8,VENTURE,D,39529,15.47,1,0.52,Y,1
63,34829,RENT,12.2,HOMEIMPROVEMENT,A,21835,5.0,0,0.63,Y,22
60,41241,RENT,0.1,DEBTCONSOLIDATION,E,27332,23.7,1,0.66,N,25
33,20950,RENT,5.1,EDUCATION,C,1932,6.4,1,0.09,N,15
21,33901,MORTGAGE,0.4,VENTURE,D,980,15.32,1,0.03,N,23
69,34450,MORTGAGE,0.0,PERSONAL,A,3470,9.85,1,0.1,N,26
54,47790,MORTGAGE,0.8,PERSONAL,D,34933,17.87,1,0.73,N,14
38,22527,MORTGAGE,2.7,PERSONAL,B,14765,16.59,0,0.66,Y,4
31,38461,RENT,8.1,EDUCATION,D,9108,25.0,0,0.24,N,30
48,5000,RENT,1.7,EDUCATION,C,7750,10.42,1,1.5,Y,12
65,6086,RENT,4.9,EDUCATION,B,1444,17.32,0,0.24,N,15
35,33695,MORTGAGE,2.6,VENTURE,F,35320,11.7,0,1.05,Y,17
24,10212,OWN,1.3,EDUCATION,D,11042,7.02,1,1.08,N,16
27,48261,RENT,3.6,MEDICAL,F,8203,11.51,1,0.17,N,15
24,28694,RENT,8.0,EDUCATION,B,26732,12.98,1,0.93,N,8
50,39703,RENT,8.9,PERSONAL,C,34719,16.1,1,0.87,N,12
40,62448,RENT,9.4,PERSONAL,C,11703,5.12,0,0.19,Y,18
38,27123,MORTGAGE,2.1,EDUCATION,C,30422,12.93,0,1.12,N,14
36,6619,RENT,7.9,PERSONAL,A,14465,5.0,0,1.5,N,2
65,15479,MORTGAGE,1.2,VENTURE,B,20887,17.07,1,1.35,N,23
36,64879,RENT,6.7,HOMEIMPROVEMENT,E,34854,21.62,1,0.54,N,12
53,89398,OWN,14.8,EDUCATION,B,4228,19.68,1,0.05,Y,24
46,21620,MORTGAGE,0.1,EDUCATION,F,24891,21.93,0,1.15,N,2
35,32955,MORTGAGE,2.9,HOMEIMPROVEMENT,A,25894,14.46,0,0.79,N,18
19,5100,RENT,5.2,EDUCATION,F,12799,16.59,1,1.5,N,4
18,45687,RENT,6.0,PERSONAL,C,6980,6.71,1,0.15,N,28
64,59746,RENT,1.0,MEDICAL,D,29030,21.75,1,0.49,N,25
22,25610,RENT,17.9,VENTURE,B,4606,16.24,1,0.18,N,9
37,56343,OWN,4.8,MEDICAL,E,19203,25.0,1,0.34,N,8
28,63970,MORTGAGE,0.9,VENTURE,C,32600,24.78,1,0.51,N,7
59,24253,RENT,0.1,PERSONAL,C,11620,21.95,1,0.48,N,13
19,10355,RENT,7.6,EDUCATION,A,39420,21.71,0,1.5,N,24
20,41888,RENT,0.4,EDUCATION,C,19818,17.95,0,0.47,N,12
40,33416,MORTGAGE,0.8,HOMEIMPROVEMENT,E,26222,10.84,1,0.78,Y,29
29,23271,MORTGAGE,4.3,DEBTCONSOLIDATION,A,31500,5.0,1,1.35,N,12
37,17102,RENT,4.6,EDUCATION,D,3005,23.14,0,0.18,N,23
22,61980,RENT,5.8,PERSONAL,A,23963,6.74,0,0.39,Y,13
54,91188,OWN,2.5,EDUCATION,E,15286,10.22,0,0.17,N,19
55,35587,OWN,7.4,PERSONAL,F,8298,20.45,0,0.23,N,4
47,5619,RENT,18.3,EDUCATION,B,24753,10.29,1,1.5,N,2
26,39385,MORTGAGE,1.6,MEDICAL,A,9503,13.76,1,0.24,N,24
51,35615,MORTGAGE,6.1,DEBTCONSOLIDATION,C,16939,17.0,1,0.48,Y,13
70,23538,OWN,13.2,EDUCATION,A,9399,15.63,0,0.4,N,11
61,17721,OWN,5.8,EDUCATION,B,15214,15.53,1,0.86,N,24
52,32651,RENT,5.7,PERSONAL,B,16361,11.62,1,0.5,N,27
69,52283,OWN,1.3,PERSONAL,B,21002,5.0,1,0.4,N,7
39,26679,RENT,3.8,PERSONAL,A,28924,20.1,0,1.08,N,9
61,22023,RENT,4.1,HOMEIMPROVEMENT,A,3816,8.54,1,0.17,N,27
41,30752,RENT,6.0,PERSONAL,A,13559,12.14,1,0.44,N,7
34,42089,RENT,28.8,DEBTCONSOLIDATION,C,36757,16.14,1,0.87,Y,29
27,36799,RENT,0.2,MEDICAL,C,21210,11.3,1,0.58,N,3
47,34842,RENT,0.3,MEDICAL,A,15701,8.17,1,0.45,N,24
63,18821,OWN,0.4,EDUCATION,C,18077,10.22,0,0.96,N,3
40,55091,OWN,6.8,VENTURE,E,5494,13.87,0,0.1,N,1
49,74499,RENT,0.7,MEDICAL,B,8006,5.0,0,0.11,N,1
34,34179,RENT,4.9,EDUCATION,D,1997,25.0,0,0.06,N,20
67,58760,MORTGAGE,2.0,EDUCATION,C,9942,16.91,0,0.17,N,14
68,40118,RENT,3.1,DEBTCONSOLIDATION,A,2910,5.0,1,0.07,N,2
34,13673,MORTGAGE,1.2,EDUCATION,B,26654,15.84,1,1.5,Y,11
31,52915,RENT,10.1,EDUCATION,C,9166,9.64,1,0.17,N,10
26,33013,OWN,4.4,EDUCATION,D,32152,13.21,0,0.97,N,15
57,56654,RENT,14.5,PERSONAL,B,22015,20.02,0,0.39,N,11
19,91474,OWN,4.3,PERSONAL,F,20932,25.0,1,0.23,N,30
62,25622,MORTGAGE,0.7,PERSONAL,C,15921,19.0,1,0.62,N,8
42,14519,MORTGAGE,0.9,VENTURE,B,21508,22.65,0,1.48,N,1
56,19203,MORTGAGE,22.6,EDUCATION,A,23565,20.1,0,1.23,N,29
26,51707,RENT,6.5,HOMEIMPROVEMENT,A,30752,13.02,0,0.59,N,6
39,50954,OWN,0.3,VENTURE,B,39285,22.16,1,0.77,N,20
60,53686,RENT,6.1,PERSONAL,B,7505,14.9,1,0.14,N,8
63,25365,OWN,2.7,MEDICAL,D,32311,9.09,0,1.27,N,19
21,37022,RENT,1.8,VENTURE,D,37725,23.59,1,1.02,Y,21
43,34393,MORTGAGE,0.8,VENTURE,A,32851,5.0,1,0.96,N,23
46,85691,MORTGAGE,9.2,VENTURE,C,27695,11.32,0,0.32,Y,17
62,23119,RENT,0.3,VENTURE,A,9686,9.6,1,0.42,Y,14
51,20900,RENT,1.7,PERSONAL,B,25620,20.15,0,1.23,N,4
40,23522,RENT,1.8,VENTURE,D,5574,8.67,1,0.24,N,2
54,68793,OWN,0.9,EDUCATION,B,9623,12.9,1,0.14,N,16
28,58476,RENT,3.5,MEDICAL,D,25166,15.73,1,0.43,N,20
23,11247,MORTGAGE,0.1,EDUCATION,F,21217,22.64,0,1.5,N,2
35,10687,OWN,1.8,HOMEIMPROVEMENT,C,19852,12.08,1,1.5,N,11
38,45387,OWN,13.6,MEDICAL,A,32126,13.54,1,0.71,N,14
59,32330,OWN,1.9,VENTURE,B,28153,23.72,1,0.87,N,18
53,5453,RENT,2.2,HOMEIMPROVEMENT,A,31789,5.0,1,1.5,N,10
58,11360,MORTGAGE,3.2,DEBTCONSOLIDATION,C,3159,22.49,0,0.28,N,23
55,33569,OWN,4.1,VENTURE,D,1133,13.17,0,0.03,N,24
51,152121,MORTGAGE,8.3,PERSONAL,C,16216,14.31,1,0.11,N,12
34,53098,RENT,1.1,DEBTCONSOLIDATION,D,36496,21.82,0,0.69,N,11
54,15361,OWN,10.3,VENTURE,D,26300,25.0,0,1.5,N,23
42,84321,RENT,7.1,VENTURE,E,18132,9.18,1,0.22,Y,9
55,13719,OWN,6.4,DEBTCONSOLIDATION,B,17866,17.24,0,1.3,Y,24
29,20983,OWN,0.5,EDUCATION,E,35778,10.39,1,1.5,Y,28
40,82629,OWN,0.1,EDUCATION,C,20734,15.51,1,0.25,N,27
70,13620,OWN,4.5,MEDICAL,B,20877,19.0,1,1.5,Y,16
59,91700,RENT,9.9,HOMEIMPROVEMENT,F,34257,14.39,1,0.37,N,8
39,5000,MORTGAGE,4.4,EDUCATION,F,2116,25.0,1,0.56,N,22
38,46678,MORTGAGE,1.2,VENTURE,C,31650,11.19,1,0.68,N,5
44,39530,RENT,0.5,MEDICAL,D,9116,19.21,0,0.23,N,15
48,66057,MORTGAGE,6.0,VENTURE,B,10122,17.16,1,0.15,N,15
23,38173,RENT,6.4,HOMEIMPROVEMENT,B,18519,16.98,1,0.49,N,17
44,40343,OWN,0.9,PERSONAL,A,39663,5.0,1,0.98,Y,30
57,19718,RENT,0.1,VENTURE,C,31864,8.05,1,1.5,N,2
51,27785,MORTGAGE,2.6,HOMEIMPROVEMENT,B,38486,21.12,0,1.39,N,13
29,85994,RENT,4.4,EDUCATION,A,17061,20.8,1,0.2,N,26
62,45894,RENT,6.1,EDUCATION,C,14076,16.27,1,0.31,N,11
70,52043,RENT,8.3,PERSONAL,A,5751,13.94,1,0.11,N,1
24,40622,RENT,4.7,HOMEIMPROVEMENT,A,28852,17.1,1,0.71,N,30
27,29476,OWN,0.6,EDUCATION,B,33987,12.12,0,1.15,Y,9
62,5813,RENT,5.7,EDUCATION,B,36396,10.56,0,1.5,N,4
34,76234,OWN,20.7,EDUCATION,B,23919,19.36,1,0.31,N,16
43,55752,MORTGAGE,11.8,MEDICAL,B,29580,5.0,0,0.53,N,16
38,34937,MORTGAGE,10.3,VENTURE,B,28077,21.71,0,0.8,N,3
45,17071,MORTGAGE,1.8,HOMEIMPROVEMENT,A,15097,10.82,1,0.88,N,26
63,58958,RENT,6.9,EDUCATION,B,36057,14.08,1,0.61,N,18
19,15940,RENT,9.5,VENTURE,E,25729,21.69,1,1.5,N,7
60,52822,RENT,5.7,VENTURE,A,23145,7.49,1,0.44,N,22
18,20593,RENT,1.4,EDUCATION,C,15806,16.95,1,0.77,N,10
68,42747,MORTGAGE,15.4,PERSONAL,A,28468,15.86,1,0.67,N,10
70,80386,RENT,3.0,DEBTCONSOLIDATION,B,13095,6.36,1,0.16,Y,7
53,37900,MORTGAGE,0.7,VENTURE,B,25565,14.41,1,0.67,N,1
68,49025,RENT,0.6,VENTURE,E,26420,15.59,1,0.54,Y,17
43,106696,MORTGAGE,5.2,PERSONAL,B,33136,15.15,0,0.31,N,26
46,44719,RENT,2.9,HOMEIMPROVEMENT,C,33875,5.43,1,0.76,Y,20
38,15547,RENT,0.5,MEDICAL,C,15572,19.85,0,1.0,N,5
28,54028,OWN,6.7,HOMEIMPROVEMENT,A,36859,5.37,0,0.68,N,11
57,26851,RENT,8.0,DEBTCONSOLIDATION,E,38913,22.79,0,1.45,N,2
28,93109,OWN,6.5,DEBTCONSOLIDATION,B,4619,19.38,1,0.05,N,27
53,25960,OWN,1.1,DEBTCONSOLIDATION,A,5811,17.05,1,0.22,N,10
66,26164,RENT,5.9,PERSONAL,B,9444,20.35,0,0.36,N,14
56,48320,MORTGAGE,0.1,DEBTCONSOLIDATION,B,3548,10.15,0,0.07,Y,6
57,41990,RENT,1.8,PERSONAL,A,37712,21.34,0,0.9,N,28
52,53482,OWN,2.5,DEBTCONSOLIDATION,C,4620,5.48,1,0.09,N,29
51,24016,RENT,9.0,EDUCATION,B,12153,13.62,0,0.51,N,2
64,59144,OWN,2.5,VENTURE,C,16500,10.41,1,0.28,Y,7
41,7407,RENT,0.1,PERSONAL,A,34282,16.8,1,1.5,N,10
39,21950,RENT,2.2,HOMEIMPROVEMENT,F,10460,25.0,0,0.48,N,29
22,51763,RENT,3.5,PERSONAL,A,21780,18.45,1,0.42,N,18
50,5681,RENT,14.9,EDUCATION,C,23937,10.94,1,1.5,N,1
53,46716,RENT,14.2,HOMEIMPROVEMENT,D,26034,12.48,0,0.56,N,12
64,41361,OWN,1.0,VENTURE,A,34859,15.54,0,0.84,N,25
37,19059,OWN,1.0,PERSONAL,A,13839,20.56,1,0.73,N,30
36,46756,RENT,0.9,EDUCATION,A,35856,7.08,1,0.77,N,4
52,20024,RENT,7.8,PERSONAL,A,35806,20.21,1,1.5,N,1
69,56103,RENT,0.0,VENTURE,A,15323,13.83,0,0.27,N,14
60,43550,RENT,0.7,DEBTCONSOLIDATION,C,12959,19.76,0,0.3,Y,24
34,65098,RENT,3.9,VENTURE,B,6681,12.8,0,0.1,N,9
62,123156,RENT,1.4,EDUCATION,C,12708,21.14,1,0.1,N,22
60,43988,MORTGAGE,0.5,EDUCATION,A,32509,21.41,1,0.74,N,10
51,71128,OWN,2.2,DEBTCONSOLIDATION,E,13535,12.41,1,0.19,N,12
26,12325,RENT,1.6,EDUCATION,A,6376,9.71,1,0.52,N,28
43,51688,RENT,3.6,MEDICAL,B,1975,21.25,1,0.04,N,26
19,5000,OWN,19.4,EDUCATION,A,14280,5.53,1,1.5,Y,14
70,54054,RENT,0.7,HOMEIMPROVEMENT,A,27136,10.26,0,0.5,N,12
26,12507,OWN,2.3,DEBTCONSOLIDATION,C,24621,8.32,1,1.5,N,20
26,59407,MORTGAGE,13.4,EDUCATION,C,31478,17.97,1,0.53,N,2
57,75993,OWN,10.5,VENTURE,C,38343,9.77,1,0.5,N,24
34,51291,RENT,2.5,MEDICAL,C,25691,12.62,0,0.5,N,3
18,5687,OWN,6.0,EDUCATION,F,26360,20.82,1,1.5,N,13
42,24347,MORTGAGE,0.5,EDUCATION,C,27401,10.94,1,1.13,N,22
60,117045,OWN,6.2,MEDICAL,B,11829,17.6,1,0.1,Y,6
57,50060,OWN,18.0,PERSONAL,A,20556,5.0,1,0.41,N,17
59,57224,RENT,3.9,HOMEIMPROVEMENT,A,36123,19.6,0,0.63,N,28
42,13885,RENT,3.5,PERSONAL,C,18507,14.63,1,1.33,N,23
